7556,11/17/1973,$442.19
6068,08/06/2064,$660.79
7756,04/08/1980,$6022.37
4379,06/01/1950,$3150.62
3530,05/19/1920,$5905.21
9073,10/03/2011,$8539.28
5855,12/01/1911,$1750.11
8419,12/25/1948,$6262.95
7708,01/02/2015,$659.50
9529,04/03/2048,$3010.69
2674,12/07/1936,$2225.34
2052,11/19/1979,$1309.99
2240,09/13/2043,$6645.19
5525,07/07/2069,$5313.42
8607,05/23/1912,$6741.23
0472,09/22/2060,$1204.03
5656,12/31/1932,$3351.54
5231,11/20/1928,$5809.87
1464,04/02/1975,$4294.71
2488,02/07/2021,$5911.04
2508,02/19/1961,$4344.92
6638,09/28/1916,$6220.55
9344,06/04/1908,$434.86
8655,04/02/1917,$2010.97
7877,04/12/2063,$9304.35
6487,10/22/1909,$6955.60
9664,05/14/1947,$3361.48
7333,03/17/2028,$8533.68
7615,03/26/1939,$1568.09
9592,07/20/2034,$7831.86
8660,10/25/1948,$4948.59
6535,07/25/1960,$3157.04
1743,08/26/1921,$934.79
8276,02/23/1987,$8440.57
4812,12/28/1901,$753.00
9619,06/21/1975,$5067.25
9422,02/06/1974,$7678.87
9887,02/20/2034,$668.58
1751,08/01/1901,$8511.03
9476,06/01/1967,$4343.26
8709,06/19/2034,$7276.06
2026,03/16/2041,$5588.99
6398,06/07/1946,$3225.96
6996,01/07/1974,$6894.48
8526,09/28/2004,$4970.81
2799,12/04/1954,$3041.52
4594,07/29/1993,$9508.99
0468,07/15/1947,$2130.41
9467,02/22/2054,$7085.78
8442,06/13/1936,$5402.47
7066,11/29/2010,$9903.25
2590,01/03/2043,$4203.85
3004,11/27/2020,$9850.03
6430,07/13/1986,$3691.50
8367,07/04/1985,$2297.11
5083,10/30/1938,$4524.67
0201,12/16/1950,$7510.70
0857,02/17/1976,$4042.05
3138,02/16/1960,$5834.48
8721,09/27/2010,$8915.16
5802,08/01/2003,$7084.86
6610,08/12/1989,$7708.31
6806,11/02/1990,$226.18
1225,02/10/1937,$7251.82
7404,05/04/1986,$5714.16
0470,10/01/2064,$4742.02
7491,07/22/2042,$9590.12
2678,11/25/1906,$3498.10
